song_id,language,singer,valence,arousal,genre,main_genre
hindi_Aap_Jaisa_Koi,Hindi,Nazia Hassan,0.75,0.65,Disco Pop,Pop
english_Soulful_Strut,English,Young-Holt Unlimited,0.75,0.55,Jazz Funk,Jazz
english_Who_Am_I_(What's_My_Name),English,Snoop Dogg,0.7,0.8,West Coast Hip-Hop,Hip-Hop
marathi_Yad_Lagla,Marathi,Ajay Gogavale,0.85,0.7,Marathi Romantic Ballad,Classical
hindi_O_Sanam,Hindi,Lucky Ali,0.7,0.55,Indian Indie Pop,Pop
"english_Take_Me_Home,_Country_Roads",English,John Denver,0.8,0.7,Country Folk,Country
english_Nightcall,English,Kavinsky,0.45,0.6,Electropop,Electronic
english_Money_Trees,English,Kendrick Lamar,0.55,0.6,Hip-Hop,Hip-Hop
english_The_Sidewinder,English,Lee Morgan,0.7,0.6,Soul Jazz,Jazz
english_Begin_the_Beguine,English,Artie Shaw,0.74,0.68,Swing Jazz,Jazz
english_The_Light,English,Common,0.55,0.5,Alternative Hip-Hop,Hip-Hop
english_Poetic_Justice,English,Kendrick Lamar ft. Drake,0.65,0.45,Hip-Hop R&B,R&B
english_I_Will_Wait,English,Mumford & Sons,0.65,0.7,Folk Rock,Rock
english_Boot_Scootin'_Boogie,English,Brooks & Dunn,0.78,0.85,Country Dance,Country
english_Fluorescent_Adolescent,English,Arctic Monkeys,0.6,0.65,Indie Rock,Rock
english_I_Play_Chicken_with_the_Train,English,Cowboy Troy,0.65,0.8,Country Rap,Hip-Hop
english_From_the_D_2_the_LBC,English,Eminem & Snoop Dogg,0.55,0.9,Rap Rock,Hip-Hop
hindi_O_Re_Piya,Hindi,Rahat Fateh Ali Khan,0.5,0.45,Indian Film Classical Ballad,Classical
english_Happy,English,Pharrell Williams,0.95,0.9,Neo-Soul Funk Pop,R&B
english_Rather_Die_Young,English,BeyoncÃ©,0.52,0.63,Electronic Pop,Electronic
english_Feathered_Indians,English,Tyler Childers,0.55,0.45,Country Folk,Country
english_Brown_Sugar,English,D'Angelo,0.7,0.45,Hip-Hop Soul,R&B
english_Potholderz,English,MF DOOM,0.5,0.7,Hip-Hop,Hip-Hop
english_Happier,English,Marshmello ft. Bastille,0.5,0.6,Electropop,Electronic
english_Tainted_Love,English,Soft Cell,0.7,0.8,Synth Pop,Pop
english_Ric_Flair_Drip,English,Offset & Metro Boomin,0.7,0.85,Trap Hip-Hop,Hip-Hop
english_Stompin'_at_the_Savoy,English,Benny Goodman,0.76,0.7,Swing Jazz,Jazz
english_Celestial,English,Ed Sheeran,0.8,0.65,Pop Rock,Rock
english_Bulls_on_Parade,English,Rage Against the Machine,0.35,0.95,Rap Metal,Hip-Hop
english_My_Love,English,Leigh-Anne ft. Ayra Starr,0.8,0.7,Pop Ballad,Pop
english_Labour,English,Paris Paloma,0.7,0.7,Indie Pop,Pop
english_The_Blue_Notebooks,English,Max Richter,0.3,0.22,Ambient Classical,Classical
english_Tongue_Tied,English,Grouplove,0.88,0.82,Indie Pop,Pop
english_San_Luis,English,Gregory Alan Isakov,0.55,0.28,Indie Folk,Country
english_Children_of_the_Baked_Potato,English,Thundercat ft. Remi Wolf,0.8,0.7,Progressive Rock,Rock
english_drivers_license,English,Olivia Rodrigo,0.2,0.3,Pop Ballad,Pop
hindi_Badri_Ki_Dulhania,Hindi,"Dev Negi, Neha Kakkar",0.92,0.9,Bollywood Dance Pop,Pop
english_Bitch_Please,English,Snoop Dogg,0.55,0.85,West Coast Hip-Hop,Hip-Hop
english_Closer,English,The Chainsmokers ft. Halsey,0.78,0.75,Electronic Dance Pop,Electronic
english_Lisztomania,English,Phoenix,0.85,0.8,Indie Rock,Rock
english_Sapphire,English,Ed Sheeran ft. Arijit Singh,0.9,0.8,Electropop,Electronic
english_Nothing’s_Gonna_Hurt_You_Baby,English,Cigarettes After Sex,0.45,0.3,Dream Pop,Pop
hindi_Ajeeb_Dastan_Hai_Yeh,Hindi,Lata Mangeshkar,0.4,0.3,Indian Film Ghazal,Classical
english_Heard_'Em_Say,English,Kanye West,0.55,0.5,Alternative Hip-Hop,Hip-Hop
english_Mama's_Broken_Heart,English,Miranda Lambert,0.6,0.65,Country Pop,Country
english_Memories,English,Maroon 5,0.6,0.4,Pop Ballad,Pop
english_She_Sells_Sanctuary,English,The Cult,0.55,0.75,Gothic Rock,Rock
english_Blinding_Lights,English,The Weeknd,0.9,0.8,Synthwave Pop,Pop
english_The_Girl_from_Ipanema,English,Stan Getz & Astrud Gilberto,0.65,0.45,Smooth Jazz,Jazz
hindi_Achyutam_Keshavam,Hindi,Anup Jalota,0.5,0.4,Hindu Devotional,Classical
english_Psycho_Social,English,Slipknot,0.4,0.95,Rap Rock,Hip-Hop
english_Every_Rose_Has_Its_Thorn,English,Poison,0.35,0.45,Glam Metal Ballad,Rock
english_Helicopter,English,Firebeatz,0.71,0.93,Big Room House,Electronic
english_Boo'd_Up,English,Ella Mai,0.75,0.5,R&B,R&B
english_Love_Galore,English,SZA,0.6,0.5,R&B,R&B
english_Coal_Miner's_Daughter,English,Loretta Lynn,0.65,0.45,Country,Country
english_It_Was_a_Good_Day,English,Ice Cube,0.7,0.4,West Coast Hip-Hop,Hip-Hop
hindi_Ranjha,Hindi,"B Praak, Jasleen Royal",0.5,0.4,Indian Film Romantic Ballad,Pop
hindi_Aigiri_Nandini,Hindi,Anuradha Paudwal,0.45,0.55,Hindu Devotional,Classical
english_Ho_Hey_(Acoustic),English,The Lumineers,0.6,0.5,Folk Pop,Pop
hindi_Navrai_Majhi,Hindi,Sunidhi Chauhan,0.72,0.7,Marathi Folk Dance,Country
hindi_Mast_Magan,Hindi,Arijit Singh & Chinmayi,0.85,0.5,Indian Film Romantic Ballad,Pop
english_Passing_Me_By,English,The Pharcyde,0.68,0.58,Jazz Rap,Jazz
english_Bad_Decisions,English,"Benny Blanco, BTS, Snoop Dogg",0.75,0.7,Pop Rock,Rock
english_Born_Slippy_(Nuxx),English,Underworld,0.7,0.89,Big Beat,Electronic
hindi_Khoya_Khoya_Chand,Hindi,Mohammed Rafi,0.65,0.35,Indian Film Ghazal,Classical
hindi_Rang_De_Basanti,Hindi,Daler Mehndi & K.S. Chithra,0.8,0.85,Indian Film Patriotic Rock,Rock
english_Irreplaceable,English,BeyoncÃ©,0.55,0.45,Pop R&B,R&B
english_I'd_Rather_Go_Blind,English,Etta James,0.35,0.3,Country Soul,R&B
english_Rocket_Man,English,Elton John,0.7,0.6,Soft Rock,Rock
english_Rock_Your_Body,English,Justin Timberlake,0.85,0.9,Pop R&B,R&B
english_Back_to_the_World,English,Tevin Campbell,0.6,0.35,Hip-Hop Soul,R&B
english_Tenderly,English,Billie Holiday,0.33,0.24,Jazz Ballad,Jazz
english_Don’t_Stop_Believin’,English,Journey,0.9,0.85,Arena Rock,Rock
hindi_Tere_Bin,Hindi,Atif Aslam,0.46,0.4,Indian Film Sufi Ballad,Classical
english_In_My_Feelings,English,Drake,0.65,0.7,Pop Rap,Hip-Hop
english_Yours,English,Russell Dickerson,0.6,0.48,Country Pop Ballad,Country
english_Painkiller,English,Judas Priest,0.4,0.95,Heavy Metal,Rock
english_Carry_You,English,Ruelle,0.45,0.5,Indie Folk,Country
hindi_Dhokha,Hindi,Arijit Singh,0.25,0.5,Indian Film Sad Ballad,Classical
english_Lush_Life,English,Billy Strayhorn,0.3,0.25,Jazz Ballad,Jazz
english_Fear_of_the_Dark,English,Iron Maiden,0.4,0.75,Heavy Metal,Rock
english_About_Damn_Time,English,Lizzo,0.95,0.9,Funk Pop,R&B
english_Brazil,English,Declan McKenna,0.7,0.65,Indie Rock,Rock
english_Paranoid,English,Black Sabbath,0.5,0.85,Heavy Metal,Rock
english_I_Will_Follow_You_into_the_Dark,English,Death Cab for Cutie,0.43,0.47,Indie Folk,Country
english_Block_Rockin'_Beats,English,The Chemical Brothers,0.72,0.9,Big Beat,Electronic
english_Let_Me_Ride,English,Dr. Dre,0.65,0.85,West Coast Hip-Hop,Hip-Hop
hindi_Tum_Hi_Ho_Bandhu,Hindi,Neeraj Shridhar,0.8,0.75,Indian Film Feel-Good Pop,Pop
hindi_Piya_Tose_Naina_Laage_Re,Hindi,Lata Mangeshkar,0.3,0.28,Indian Classical Thumri,Classical
english_Over_and_Over,English,Nelly ft. Tim McGraw,0.6,0.55,Country Rap,Hip-Hop
english_Unchained_Melody,English,The Righteous Brothers,0.75,0.4,Traditional Pop,Pop
english_Just_the_Way_You_Are,English,Bruno Mars,0.9,0.5,Pop Ballad,Pop
english_My_Girl,English,The Temptations,0.8,0.45,Motown Soul,R&B
english_River,English,Leon Bridges,0.4,0.35,Indie Folk,Country
hindi_Gallan_Goodiyaan,Hindi,"Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh",0.9,0.8,Bollywood Folk Dance,Electronic
hindi_Raina_Beeti_Jaaye,Hindi,Lata Mangeshkar,0.3,0.28,Indian Classical,Classical
english_Detour_Ahead,English,Sarah Vaughan,0.3,0.25,Jazz Ballad,Jazz
english_Peaches,English,"Justin Bieber ft. Daniel Caesar, Giveon",0.7,0.5,R&B Pop,R&B
english_Flume,English,Bon Iver,0.45,0.4,Indie Folk,Country
english_Electric_Avenue,English,Eddy Grant,0.85,0.75,Reggae,R&B
english_Don't_You_Worry_Child,English,Swedish House Mafia,0.72,0.88,Electronic Dance,Electronic
english_Scrapple_from_the_Apple,English,Charlie Parker,0.79,0.73,Jazz,Jazz
hindi_Hai_Rama,Hindi,"Hariharan, Swarnalatha",0.6,0.7,Bollywood Dance Pop,Pop
english_Get_Up!,English,Korn,0.6,0.92,Rap Rock,Hip-Hop
english_Black_Dog,English,Led Zeppelin,0.6,0.9,Hard Rock,Rock
english_One_Dance,English,Drake ft. Wizkid,0.8,0.65,Hip-Hop R&B,R&B
english_Levels,English,Avicii,0.8,0.9,Progressive House,Electronic
hindi_Badtameez_Dil,Hindi,Benny Dayal,0.95,0.9,Bollywood Dance Pop,Pop
english_The_Stable_Song,English,Gregory Alan Isakov,0.4,0.35,Indie Folk,Country
english_The_Weight,English,The Band,0.6,0.5,Roots Rock,Country
english_On_&_On,English,Erykah Badu,0.65,0.45,Neo-Soul,R&B
english_Roar,English,Katy Perry,0.9,0.85,Pop Anthem,Pop
english_If_You're_Reading_This,English,Tim McGraw,0.42,0.38,Patriotic Country,Country
english_Bombtrack,English,Rage Against the Machine,0.6,0.9,Rap Metal,Hip-Hop
english_Old_Time_Rock_and_Roll,English,Bob Seger,0.8,0.7,Rock and Roll,Rock
english_Cruise,English,Florida Georgia Line,0.85,0.75,Country Pop,Country
hindi_Sasural_Genda_Phool,Hindi,Rekha Bhardwaj,0.65,0.55,Indian Folk Pop,Country
english_Light_It_Up_(Remix),English,Major Lazer ft. Nyla,0.85,0.89,Electronic Dance Pop,Electronic
english_Firework,English,Katy Perry,0.9,0.8,Dance Pop,Pop
english_Cloud_Nine,English,The Temptations,0.7,0.8,Psychedelic Soul,R&B
english_Sky_Full_of_Stars,English,Coldplay,0.88,0.8,Dance Pop,Pop
english_Midnight_Rider,English,The Allman Brothers Band,0.65,0.6,Southern Rock,Country
english_Flowers,English,Miley Cyrus,0.8,0.6,Pop Rock,Rock
english_Chasing_Pavements,English,Adele,0.4,0.45,Pop Soul,R&B
english_Die_For_You,English,"The Weeknd, Ariana Grande",0.4,0.55,Synth Pop,Pop
hindi_Kabira,Hindi,Tochi Raina & Rekha Bhardwaj,0.5,0.5,Indian Film Folk Ballad,Country
english_Wild_World,English,Cat Stevens,0.55,0.45,Folk Rock,Rock
english_Stampede,English,Borgeous,0.75,0.93,Big Room House,Electronic
english_The_Look_of_Love,English,Diana Krall,0.6,0.4,Vocal Jazz,Jazz
english_Let's_Stay_Together,English,Al Green,0.8,0.45,R&B Soul,R&B
english_Sharp_Dressed_Man,English,ZZ Top,0.75,0.7,Southern Rock,Country
english_Song_for_My_Father,English,Horace Silver,0.65,0.55,Hard Bop,Jazz
english_Your_Cheatin'_Heart,English,Hank Williams,0.35,0.4,Country,Country
hindi_Saturday_Saturday,Hindi,"Badshah, Indeep Bakshi",0.88,0.85,Bollywood Dance Pop,Pop
hindi_Jiya_Dhadak_Dhadak,Hindi,Rahat Fateh Ali Khan,0.45,0.5,Indian Film Romantic Ballad,Pop
english_Stronger,English,Kanye West,0.7,0.9,Electronic Dance Pop,Electronic
english_Shake_It_Out,English,Florence + The Machine,0.85,0.75,Indie Rock,Rock
hindi_Bhool_Bhulaiyaa_2_Title_Track,Hindi,Neeraj Shridhar,0.85,0.9,Bollywood Dance Pop,Pop
english_You're_My_Thrill,English,Billie Holiday,0.31,0.25,Jazz Ballad,Jazz
english_Little_Sunflower,English,Freddie Hubbard,0.55,0.45,Jazz Funk,Jazz
english_Save_Your_Tears,English,The Weeknd,0.5,0.4,Synth Pop,Pop
english_There_Will_Never_Be_Another_You,English,Chet Baker,0.6,0.5,Jazz Standard,Jazz
"english_I_Loves_You,_Porgy",English,Nina Simone,0.34,0.24,Jazz Ballad,Jazz
hindi_O_Saathi,Hindi,Atif Aslam,0.45,0.53,Indian Film Romantic Ballad,Pop
english_Dreams,English,Fleetwood Mac,0.8,0.7,Soft Rock,Rock
english_Everybody_Wants_to_Rule_the_World,English,Tears for Fears,0.75,0.55,New Wave Pop,Pop
english_Sex_on_Fire,English,Kings of Leon,0.65,0.75,Alternative Rock,Rock
english_Youth_of_the_Nation,English,P.O.D.,0.55,0.7,Rap Rock,Hip-Hop
english_Cherry_Wine,English,Hozier,0.4,0.8,Acoustic Folk,Country
hindi_Ilahi,Hindi,Arijit Singh,0.85,0.75,Indian Film Travel Pop,Pop
hindi_Mohe_Panghat_Pe,Hindi,Lata Mangeshkar,0.45,0.4,Indian Classical,Classical
english_Royals,English,Lorde,0.6,0.4,Minimalist Pop,Pop
hindi_Sun_Saathiya,Hindi,Priya Saraiya & Divya Kumar,0.75,0.4,Indian Film Romantic Ballad,Pop
hindi_Genda_Phool,Hindi,Rekha Bhardwaj,0.6,0.5,Indian Folk Pop,Country
english_If_We_Were_Vampires,English,Jason Isbell and the 400 Unit,0.45,0.3,Indie Folk,Country
english_Sedona,English,Houndmouth,0.65,0.55,Indie Folk,Country
english_Boyz-N-The-Hood,English,Eazy-E,0.45,0.85,West Coast Hip-Hop,Hip-Hop
english_I_Heard_It_Through_the_Grapevine,English,Marvin Gaye,0.55,0.5,Motown Soul,R&B
hindi_London_Thumakda,Hindi,"Labh Janjua, Sonu Kakkar",0.92,0.9,Punjabi Folk Dance,Country
english_Desire,English,Years & Years,0.71,0.76,Progressive House,Electronic
english_Old_Town_Road,English,Lil Nas X ft. Billy Ray Cyrus,0.8,0.8,Country Rap,Hip-Hop
english_Chop_Suey!,English,System of a Down,0.45,0.9,Nu Metal,Rock
english_Twilight_Zone,English,Ariana Grande,0.75,0.8,Synth Pop,Pop
english_Overcome,English,Tricky,0.48,0.42,Trip Hop,Electronic
hindi_Sajda,Hindi,Rahat Fateh Ali Khan,0.44,0.39,Indian Film Sufi Ballad,Classical
english_Waltz_for_Debby,English,Bill Evans Trio,0.45,0.3,Jazz Waltz,Jazz
english_Paradise,English,Coldplay,0.8,0.65,Pop Rock,Rock
english_The_Scientist,English,Coldplay,0.35,0.4,Alternative Rock Ballad,Rock
english_Dancing_On_My_Own,English,Robyn,0.58,0.66,Electropop,Electronic
english_Too_Good_at_Goodbyes,English,Sam Smith,0.3,0.35,Pop Soul Ballad,R&B
hindi_Khairiyat,Hindi,Arijit Singh,0.3,0.4,Indian Film Acoustic Ballad,Pop
english_Rich_Flex,English,Drake & 21 Savage,0.6,0.8,Trap Hip-Hop,Hip-Hop
english_Ghosts_'n'_Stuff,English,Deadmau5 ft. Rob Swire,0.6,0.85,Electro House,Electronic
english_Crystal_Silence,English,Chick Corea,0.35,0.3,Jazz,Jazz
english_Father_and_Son,English,Cat Stevens,0.45,0.35,Folk Rock,Rock
english_Permission_to_Dance,English,BTS,0.95,0.85,Dance Pop,Pop
english_Good_Life,English,OneRepublic ft. B.o.B,0.78,0.7,Pop Rap,Hip-Hop
english_Amazing_Grace,English,Charlotte Church,0.35,0.25,Sacred Classical,Classical
english_Because_You_Loved_Me,English,Celine Dion,0.55,0.5,Pop Ballad,Pop
english_Achy_Breaky_Heart,English,Billy Ray Cyrus,0.8,0.75,Country Pop,Country
"english_No_Light,_No_Light",English,Florence + The Machine,0.7,0.75,Indie Rock,Rock
hindi_Channa_Mereya,Hindi,Arijit Singh,0.2,0.3,Indian Film Ghazal,Classical
english_Budapest,English,George Ezra,0.75,0.65,Indie Pop,Pop
english_Unfinished_Sympathy,English,Massive Attack,0.55,0.45,Trip Hop,Electronic
english_Levitating,English,Dua Lipa,0.8,0.8,Disco Pop,Pop
english_No_Limit,English,G-Eazy ft. A$AP Rocky & Cardi B,0.65,0.8,Trap Hip-Hop,Hip-Hop
english_In_the_Wee_Small_Hours_of_the_Morning,English,Frank Sinatra,0.28,0.2,Jazz Ballad,Jazz
english_Summertime_Blues,English,Eddie Cochran,0.8,0.78,Rockabilly,Country
hindi_Tum_Se_Hi,Hindi,Mohit Chauhan,0.8,0.5,Indian Film Romantic Ballad,Pop
english_Bad_Habits,English,Ed Sheeran,0.7,0.8,Dance Pop,Pop
english_Changes,English,2Pac,0.4,0.5,Hip-Hop,Hip-Hop
english_Rebirth_of_Slick_(Cool_Like_Dat),English,Digable Planets,0.75,0.55,Hip-Hop,Hip-Hop
english_Poison,English,Bell Biv DeVoe,0.7,0.65,Hip-Hop R&B,R&B
hindi_Piya_Basanti,Hindi,"Ustad Sultan Khan, K.S. Chithra",0.65,0.45,Indian Indie Folk,Country
english_Someone_Like_You,English,Adele,0.2,0.3,Soul Pop Ballad,R&B
english_On_the_Nature_of_Daylight,English,Max Richter,0.35,0.25,Ambient Classical,Classical
hindi_Albela_Sajan,Hindi,"Shashi Suman, Shreya Ghoshal",0.38,0.28,Indian Film Classical Ballad,Classical
english_Summertime,English,Ella Fitzgerald,0.4,0.25,Jazz Standard,Jazz
english_Dilemma,English,Nelly ft. Kelly Rowland,0.65,0.5,Hip-Hop R&B,R&B
english_Montero_(Call_Me_By_Your_Name),English,Lil Nas X,0.7,0.8,Pop Rap,Hip-Hop
english_You_Got_Me,English,The Roots ft. Erykah Badu,0.6,0.4,Hip-Hop R&B,R&B
english_Post_Break-Up_Sex,English,The Vaccines,0.46,0.72,Indie Rock,Rock
english_Cruel_Summer,English,Taylor Swift,0.85,0.75,Synth Pop,Pop
hindi_Jeene_Laga_Hoon,Hindi,Atif Aslam & Shreya Ghoshal,0.9,0.5,Indian Film Romantic Ballad,Pop
english_Hello,English,Adele,0.2,0.4,Soul Pop Ballad,R&B
english_Springsteen,English,Eric Church,0.6,0.55,Country,Country
english_My_Funny_Valentine,English,Chet Baker,0.4,0.3,Jazz Vocal,Jazz
hindi_Mitwa,Hindi,Shankar-Ehsaan-Loy,0.8,0.5,Indian Film Romantic Ballad,Pop
english_Run,English,Snow Patrol,0.55,0.45,Alternative Rock,Rock
english_Windows,English,Chick Corea,0.55,0.5,Modern Jazz,Jazz
english_Watermelon_Sugar,English,Harry Styles,0.9,0.7,Pop Rock,Rock
english_Billie_Eilish.,English,Armani White,0.85,0.9,Alternative Pop,Rock
english_Protect_Ya_Neck,English,Wu-Tang Clan,0.45,0.85,Hip-Hop,Hip-Hop
english_No_Diggity,English,Blackstreet ft. Dr. Dre,0.85,0.75,Hip-Hop R&B,R&B
english_Roads,English,Portishead,0.2,0.3,Trip Hop,Electronic
english_Animals,English,Martin Garrix,0.6,0.95,Big Room House,Electronic
english_Liquid_Spirit,English,Gregory Porter,0.6,0.55,Jazz Funk,Jazz
gujarati_Mor_Bani_Thanghat_Kare,Gujarati,Osman Mir,0.65,0.6,Gujarati Folk Fusion,Country
english_Focus,English,H.E.R.,0.55,0.4,Hip-Hop R&B,R&B
english_Say_You_Won’t_Let_Go,English,James Arthur,0.85,0.5,Acoustic Pop Ballad,Pop
english_Don't_Stop_Me_Now,English,Queen,0.95,0.9,Pop Rock,Rock
english_Do_I_Wanna_Know,English,Arctic Monkeys,0.4,0.55,Alternative Rock,Rock
english_Cherry_Wine_(Live),English,Hozier,0.4,0.35,Acoustic Folk,Country
hindi_Saiyaan,Hindi,Kailash Kher,0.5,0.45,Indian Indie Folk,Country
english_The_Hills_(Remix),English,The Weeknd ft. Eminem,0.4,0.8,Pop Rap,Hip-Hop
english_Arcade,English,Duncan Laurence,0.28,0.42,Pop Ballad,Pop
english_Electric_Relaxation,English,A Tribe Called Quest,0.65,0.55,Hip-Hop,Hip-Hop
english_Mrs._Robinson,English,Simon & Garfunkel,0.85,0.65,Folk Rock,Rock
english_The_World_Is_Yours,English,Nas,0.75,0.65,Jazz Rap,Jazz
english_Something_Beautiful,English,Miley Cyrus,0.8,0.7,Pop Ballad,Pop
english_When_the_Party’s_Over,English,Billie Eilish,0.2,0.35,Alternative Pop,Rock
english_One_Step_Closer,English,Linkin Park,0.35,0.95,Rap Metal,Hip-Hop
english_Don't_Speak,English,No Doubt,0.35,0.45,Pop Rock Ballad,Rock
"english_Mercy,_Mercy,_Mercy",English,Cannonball Adderley,0.6,0.55,Soul Jazz,Jazz
hindi_Yeh_Sham_Mastani,Hindi,Kishore Kumar,0.6,0.5,Indian Film Romantic Ballad,Pop
english_Fast_Car,English,Tracy Chapman,0.45,0.4,Folk Rock,Rock
hindi_Tera_Ban_Jaunga,Hindi,Akhil Sachdeva & Tulsi Kumar,0.85,0.5,Indian Film Romantic Ballad,Pop
english_Kiss_Me_More,English,Doja Cat ft. SZA,0.9,0.8,Pop Rap,Hip-Hop
hindi_Aaj_Jaane_Ki_Zid_Na_Karo,Hindi,Farida Khanum,0.28,0.22,Indian Classical Ghazal,Classical
english_Boulevard_of_Broken_Dreams,English,Green Day,0.3,0.6,Alternative Rock,Rock
english_Hate_to_Say_I_Told_You_So,English,The Hives,0.59,0.77,Indie Rock,Rock
english_When_a_Man_Loves_a_Woman,English,Percy Sledge,0.4,0.35,Country Soul,R&B
hindi_Mitti_Di_Khushboo,Hindi,Ayushmann Khurrana,0.35,0.38,Indian Indie Folk,Country
english_Montezuma,English,Fleet Foxes,0.44,0.38,Indie Folk,Country
english_Forgotten,English,Linkin Park,0.45,0.85,Rap Metal,Hip-Hop
hindi_Maula_Mere_Le_Le_Meri_Jaan,Hindi,Krishna Beura,0.42,0.38,Indian Film Sufi Ballad,Classical
english_I_Don’t_Want_to_Miss_a_Thing,English,Aerosmith,0.8,0.6,Power Ballad Rock,Rock
english_Titanium,English,David Guetta ft. Sia,0.7,0.85,Electronic Dance,Electronic
english_Bank_Account,English,21 Savage,0.4,0.75,Trap Hip-Hop,Hip-Hop
english_Angel_Eyes,English,Chet Baker,0.3,0.21,Jazz Ballad,Jazz
english_Something_Just_Like_This,English,The Chainsmokers & Coldplay,0.77,0.76,Electronic Dance Pop,Electronic
english_Dusk_Till_Dawn,English,ZAYN ft. Sia,0.6,0.7,Electronic Pop,Electronic
english_Wonderful_Tonight,English,Eric Clapton,0.82,0.3,Soft Rock,Rock
hindi_Apna_Bana_Le,Hindi,Arijit Singh,0.7,0.55,Indian Film Romantic Ballad,Pop
english_Valerie,English,Amy Winehouse,0.85,0.7,Soul Pop,R&B
english_You_Know_How_We_Do_It,English,Ice Cube,0.75,0.6,Hip-Hop Soul,R&B
english_24K_Magic,English,Bruno Mars,0.95,0.85,Funk Pop,R&B
english_Clearest_Blue,English,CHVRCHES,0.8,0.85,Synth Pop,Pop
english_Rock_with_You,English,Michael Jackson,0.9,0.8,Post-Disco,R&B
english_Style,English,Taylor Swift,0.7,0.65,Synth Pop,Pop
english_Nuvole_Bianche,English,Ludovico Einaudi,0.4,0.3,Ambient Classical,Classical
english_I_Lived,English,OneRepublic,0.9,0.85,Pop Rock,Rock
hindi_Sach_Keh_Raha_Hai_Deewana,Hindi,KK,0.2,0.35,Indian Film Sad Ballad,Classical
english_Work_Song,English,Hozier,0.4,0.5,Indie Folk,Country
english_Jazz_(We've_Got),English,A Tribe Called Quest,0.8,0.7,Jazz Rap,Jazz
english_Ante_Up,English,M.O.P.,0.4,0.95,Hip-Hop,Hip-Hop
english_Rude,English,MAGIC!,0.8,0.65,Reggae Fusion,R&B
english_Daydreaming,English,Massive Attack,0.44,0.36,Trip Hop,Electronic
english_In_the_End,English,Linkin Park,0.3,0.85,Rap Rock,Hip-Hop
english_Apocalypse,English,Cigarettes After Sex,0.35,0.3,Dream Pop,Pop
english_Miracle,English,Calvin Harris & Ellie Goulding,0.9,0.9,Dance Pop,Pop
english_Love_Hangover,English,Diana Ross,0.7,0.6,Disco Soul,R&B
english_All_I_Need,English,Method Man ft. Mary J. Blige,0.65,0.55,Hip-Hop Soul,R&B
english_The_Show_Goes_On,English,Lupe Fiasco,0.7,0.65,Alternative Hip-Hop,Hip-Hop
english_Kiss_from_a_Rose,English,Seal,0.78,0.6,Pop Soul,R&B
english_Speechless,English,Dan + Shay,0.63,0.5,Country Pop Ballad,Country
english_Bubble_Gum,English,NewJeans,0.8,0.7,Indie Pop,Pop
english_Youngblood,English,5 Seconds of Summer,0.8,0.85,Pop Rock,Rock
english_Free_Fallin',English,Tom Petty,0.55,0.45,Heartland Rock,Rock
english_Black_Milk,English,Massive Attack,0.42,0.4,Trip Hop,Electronic
english_Bodies,English,Drowning Pool,0.25,0.98,Rap Metal,Hip-Hop
english_Seven_Nation_Army,English,The White Stripes,0.55,0.7,Garage Rock,Rock
english_Liability,English,Lorde,0.2,0.3,Alternative Pop,Rock
english_Let's_Get_It_On,English,Marvin Gaye,0.75,0.5,Soul,R&B
english_Kiss,English,Prince,0.85,0.8,Funk Pop,R&B
english_Under_Pressure,English,Queen & David Bowie,0.55,0.7,Art Rock,Rock
hindi_Sandese_Aate_Hain,Hindi,"Sonu Nigam, Roop Kumar Rathod",0.5,0.6,Indian Patriotic Ballad,Classical
english_Only_You,English,Portishead,0.36,0.26,Trip Hop,Electronic
english_The_Drop,English,Gammer,0.78,0.98,EDM Trap,Electronic
english_My_Generation,English,Limp Bizkit,0.6,0.9,Rap Rock,Hip-Hop
english_Motion_Picture_Soundtrack,English,Radiohead,0.2,0.3,Indie Folk,Country
english_I_Walk_the_Line,English,Johnny Cash,0.6,0.5,Country,Country
english_Jolene,English,Dolly Parton,0.4,0.6,Country Folk,Country
hindi_Tujh_Mein_Rab_Dikhta_Hai,Hindi,Roop Kumar Rathod,0.6,0.45,Indian Film Devotional Romantic,Classical
english_Lovely,English,"Billie Eilish, Khalid",0.6,0.5,Alternative Pop,Rock
english_Mary_Jane's_Last_Dance,English,Tom Petty and the Heartbreakers,0.58,0.52,Roots Rock,Country
english_Stubborn_Love,English,The Lumineers,0.6,0.55,Indie Folk,Country
english_Friends_in_Low_Places,English,Garth Brooks,0.9,0.7,Country,Country
hindi_Raabta,Hindi,Arijit Singh,0.85,0.5,Indian Film Romantic Ballad,Pop
english_The_Night_They_Drove_Old_Dixie_Down,English,The Band,0.55,0.48,Roots Rock,Country
hindi_Shree_Hanuman_Chalisa,Hindi,Hariharan,0.45,0.35,Hindu Devotional,Classical
english_Youth,English,Daughter,0.35,0.25,Indie Pop,Pop
english_Can't_Stop,English,Red Hot Chili Peppers,0.85,0.9,Funk Rock,R&B
english_Midnight_Memories,English,One Direction,0.9,0.85,Pop Rock,Rock
english_Breezeblocks,English,alt-J,0.55,0.7,Indie Rock,Rock
english_As_the_World_Caves_In,English,Matt Maltese,0.2,0.35,Indie Pop,Pop
english_Ascension_(Don't_Ever_Wonder),English,Maxwell,0.7,0.45,Hip-Hop Soul,R&B
english_Use_Somebody,English,Kings of Leon,0.55,0.6,Alternative Rock,Rock
